2025-07-12T15:05:29.100Z CLI debug [testhub:service]     loaded module: _0x448194
2025-07-12T15:05:29.101Z CLI debug [instrumentation:service]     loaded module: instrumentation:module
2025-07-12T15:05:29.101Z CLI debug [observability:service]     loaded module: observability:module
2025-07-12T15:05:29.102Z CLI debug [accessibility:service]     loaded module: accessibility:module
2025-07-12T15:05:29.103Z CLI debug [ai:service]     loaded module: _0x2dd194
2025-07-12T15:05:29.104Z CLI debug [percy:service]     loaded module: _0x7eb6bb
2025-07-12T15:05:29.106Z CLI debug [local:service]     loaded module: _0x5db687
2025-07-12T15:05:29.109Z CLI debug [appautomate:service]     loaded module: appautomate:module
2025-07-12T15:05:29.387Z CLI debug [main]     Starting main function execution
2025-07-12T15:05:29.391Z CLI debug [main]     Executing CLI
2025-07-12T15:05:31.649Z CLI debug [testhub:service]     loaded module: _0x448194
2025-07-12T15:05:31.650Z CLI debug [instrumentation:service]     loaded module: instrumentation:module
2025-07-12T15:05:31.650Z CLI debug [observability:service]     loaded module: observability:module
2025-07-12T15:05:31.653Z CLI debug [accessibility:service]     loaded module: accessibility:module
2025-07-12T15:05:31.654Z CLI debug [ai:service]     loaded module: _0x2dd194
2025-07-12T15:05:31.655Z CLI debug [percy:service]     loaded module: _0x7eb6bb
2025-07-12T15:05:31.658Z CLI debug [local:service]     loaded module: _0x5db687
2025-07-12T15:05:31.661Z CLI debug [appautomate:service]     loaded module: appautomate:module
2025-07-12T15:05:31.885Z CLI debug [main]     Starting main function execution
2025-07-12T15:05:31.900Z CLI debug [main]     Generated binSessionId: 60b16123-ab62-4668-bc5c-e623cf93ae1f
2025-07-12T15:05:31.930Z CLI debug [main]     Resolved listen address: 127.0.0.1:5400
2025-07-12T15:05:32.025Z CLI info [main]     Server listening on port: 5400
2025-07-12T15:05:32.027Z CLI debug     [2025-07-12T15:05:32.025Z][ OBSERVABILITY ] Monitoring has started
2025-07-12T15:05:32.483Z CLI info     Config : {"userName":"sreeramchandrase_cZsX8z","accessKey":"pynjtZ7scPWeWvGqgWsc","framework":"pytest","platforms":[{"os":"Windows","osVersion":11,"browserName":"Chrome","browserVersion":131},{"os":"Windows","osVersion":11,"browserName":"Edge","browserVersion":133},{"os":"Windows","osVersion":10,"browserName":"Chrome","browserVersion":130}],"parallelsPerPlatform":5,"browserstackLocal":true,"buildName":"chandra-sekhar-builder","projectName":"BrowserStack-SDE-CE"}
2025-07-12T15:05:32.837Z CLI debug     Not Needed to write this in file sdk:cli:startBinSession {"name":"sdk:cli:startBinSession","entryType":"measure","startTime":1923.7782000005245,"duration":400.42950001358986,"detail":null,"success":true,"failure":null,"worker":3844}
2025-07-12T15:05:33.925Z CLI debug [sdk:service]  [sreeramchandrase_cZsX8z]   [60b16123-ab62-4668-bc5c-e623cf93ae1f]  StartBinSession details: {"binSessionId":"60b16123-ab62-4668-bc5c-e623cf93ae1f","sdkLanguage":"python","sdkVersion":"1.25.10","pathProject":"C:\\Users\\LENOVO\\pytest-browserstack","pathConfig":"C:\\Users\\LENOVO\\pytest-browserstack\\browserstack.yml","envVars":{"BROWSERSTACK_CLI_HOOKS":"true","BROWSERSTACK_CLI_BIN_LISTEN_ADDR":"127.0.0.1:5400","BROWSERSTACK_WRITABLE_DIR":"C:\\Users\\LENOVO\\.browserstack\\cli","BROWSERSTACK_AUTOMATION":"true","BROWSERSTACK_BINARY_IS_RUNNING":"True"},"cliArgs":["C:\\Users\\LENOVO\\AppData\\Local\\Programs\\Python\\Python37\\Scripts\\browserstack-sdk","pytest","-s","tests/remote_test.py"],"frameworks":["pytest","selenium"],"frameworkVersions":{"pytest":"7.4.4","selenium":"4.11.2"},"language":"python","testFramework":"pytest","id":"60b16123-ab62-4668-bc5c-e623cf93ae1f","config":{"userName":"[REDACTED]","accessKey":"[REDACTED]","framework":"pytest","platforms":[{"os":"Windows","osVersion":11,"browserName":"Chrome","browserVersion":131},{"os":"Windows","osVersion":11,"browserName":"Edge","browserVersion":133},{"os":"Windows","osVersion":10,"browserName":"Chrome","browserVersion":130}],"parallelsPerPlatform":5,"browserstackLocal":true,"buildName":"chandra-sekhar-builder","projectName":"BrowserStack-SDE-CE","testObservability":true,"accessibility":null,"browserstackAutomation":true,"selfHeal":false,"disableAutoCaptureLogs":false,"testhub":true,"testContextOptions":{"skipSessionStatus":false,"skipSessionName":false},"buildIdentifier":"#1","browserStackLocalOptions":{"localIdentifier":"Jul_12_2035_DESKTOP-IH2NBIV_xrld","key":"[REDACTED]","skipBinaryInitialisation":false}},"ciInfo":{"build_number":null},"versionControlInfo":{"name":"git","sha":"5ea669f0158ef8cae48c9d096e74301939d6cbf0","short_sha":"5ea669f015","branch":"main","tag":null,"committer":"GitHub <noreply@github.com>","committer_date":"1720014795","author":"Karan Shah <64479353+karanshah-browserstack@users.noreply.github.com>","author_date":"1720014795","commit_message":"Merge pull request #28 from browserstack/merge_sdk_to_main","root":"C:\\Users\\LENOVO\\pytest-browserstack","common_git_dir":"C:\\Users\\LENOVO\\pytest-browserstack\\.git","worktree_git_dir":"C:\\Users\\LENOVO\\pytest-browserstack\\.git","last_tag":null,"commits_since_last_tag":null,"remotes":[{"name":"origin","url":"https://github.com/chandusreeram-9399/Browsetstack_assignment.git"}]},"hostInfo":{"hostname":"DESKTOP-IH2NBIV","platform":"win32","type":"Windows_NT","version":"Windows 10 Home Single Language","arch":"x64"},"data":{},"isAppAutomate":false,"browserstackSDK":"pytest-pythonagent/1.25.10","productMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false,"turboscale":false,"central_scanner":false}}
2025-07-12T15:05:33.928Z CLI info [testhub:module]  [sreeramchandrase_cZsX8z]   [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Starting testhub from 3844:0
2025-07-12T15:05:33.930Z CLI info [testhub:module]  [sreeramchandrase_cZsX8z]   [60b16123-ab62-4668-bc5c-e623cf93ae1f]  startBuild: payload=

{"started_at":"2025-07-12T15:05:33.930Z","host_info":{"hostname":"DESKTOP-IH2NBIV","platform":"win32","type":"Windows_NT","version":"Windows 10 Home Single Language","arch":"x64"},"ci_info":{"build_number":null},"version_control":{"name":"git","sha":"5ea669f0158ef8cae48c9d096e74301939d6cbf0","short_sha":"5ea669f015","branch":"main","tag":null,"committer":"GitHub <noreply@github.com>","committer_date":"1720014795","author":"Karan Shah <64479353+karanshah-browserstack@users.noreply.github.com>","author_date":"1720014795","commit_message":"Merge pull request #28 from browserstack/merge_sdk_to_main","root":"C:\\Users\\LENOVO\\pytest-browserstack","common_git_dir":"C:\\Users\\LENOVO\\pytest-browserstack\\.git","worktree_git_dir":"C:\\Users\\LENOVO\\pytest-browserstack\\.git","last_tag":null,"commits_since_last_tag":null,"remotes":[{"name":"origin","url":"https://github.com/chandusreeram-9399/Browsetstack_assignment.git"}]},"project_name":"BrowserStack-SDE-CE","name":"chandra-sekhar-builder","build_identifier":"#1","build_run_identifier":null,"description":"","tags":[],"failed_tests_rerun":false,"accessibility":{"settings":{}},"framework_details":{"frameworkName":"pytest","frameworkVersion":"7.4.4","sdkVersion":"1.25.10","cliVersion":"1.5.6","language":"python","testFramework":{"name":"selenium","version":"4.11.2"}},"product_map":{"observability":true,"accessibility":null,"percy":false,"automate":true,"app_automate":false},"browserstackAutomation":true}
2025-07-12T15:05:33.931Z CLI info  [sreeramchandrase_cZsX8z]   [60b16123-ab62-4668-bc5c-e623cf93ae1f]  [PRODUCTION] Making POST request to https://sdk.browserstack.com
2025-07-12T15:05:33.931Z CLI debug [core:http]  [sreeramchandrase_cZsX8z]   [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Sending request to https://sdk.browserstack.com/api/v1/build/start
2025-07-12T15:05:35.336Z CLI debug [core:http]  [sreeramchandrase_cZsX8z]   [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Response from https://sdk.browserstack.com/api/v1/build/start: 200 OK
2025-07-12T15:05:35.340Z CLI info [testhub:module]  [sreeramchandrase_cZsX8z]   [60b16123-ab62-4668-bc5c-e623cf93ae1f]  startBuild: response=so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf
2025-07-12T15:05:35.345Z CLI debug [testhub:module]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  onStart: 60b16123-ab62-4668-bc5c-e623cf93ae1f
2025-07-12T15:05:35.347Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Firing CLI event for funnel data at sdk/v1/event
2025-07-12T15:05:35.347Z CLI debug [instrumentation:funnel]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Sending request to sdk/v1/event
2025-07-12T15:05:35.347Z CLI info  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  [PRODUCTION] Making POST request to https://api.browserstack.com
2025-07-12T15:05:35.347Z CLI debug [core:http]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Sending request to https://api.browserstack.com/sdk/v1/event
2025-07-12T15:05:35.348Z CLI debug [instrumentation:module]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Instrumentation onStart: 60b16123-ab62-4668-bc5c-e623cf93ae1f
2025-07-12T15:05:35.349Z CLI debug [observability:module]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  onStart: 60b16123-ab62-4668-bc5c-e623cf93ae1f language=python
2025-07-12T15:05:35.353Z CLI debug [ai:module]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  onStart: enabled=false isAuthenticated=undefined
2025-07-12T15:05:35.354Z CLI debug [percy:module]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  onStart: enabled=false configured=false
2025-07-12T15:05:35.355Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Sanitizing local args: {"localIdentifier":"Jul_12_2035_DESKTOP-IH2NBIV_xrld","key":"[REDACTED]","skipBinaryInitialisation":false}
2025-07-12T15:05:37.621Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Need to write this in file sdk:testhub
2025-07-12T15:05:37.623Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  lock attaned.
2025-07-12T15:05:37.626Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Not Needed to write this in file request:https://sdk.browserstack.com/api/v1/build/start {"name":"request:https://sdk.browserstack.com/api/v1/build/start","entryType":"measure","startTime":3420.7689000070095,"duration":1405.02349999547,"detail":null,"success":true,"failure":null,"worker":3844}
2025-07-12T15:05:37.627Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Need to write this in file sdk:percy
2025-07-12T15:05:37.635Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Need to write this in file sdk:proxy-setup
2025-07-12T15:05:37.688Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  lock attaned.
2025-07-12T15:05:37.761Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  lock attaned.
2025-07-12T15:05:38.215Z CLI debug [core:http]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Response from https://api.browserstack.com/sdk/v1/event: 200 OK
2025-07-12T15:05:38.216Z CLI debug [instrumentation:funnel]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Response from sdk/v1/event: 200
2025-07-12T15:05:38.216Z CLI debug [instrumentation:funnel]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  API Event response - {"data":{"message":"SDK Event recorded successfully"},"body":"{\"message\":\"SDK Event recorded successfully\"}","statusCode":200}
2025-07-12T15:05:38.217Z CLI debug  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Not Needed to write this in file request:https://api.browserstack.com/sdk/v1/event {"name":"request:https://api.browserstack.com/sdk/v1/event","entryType":"measure","startTime":4837.247400015593,"duration":2867.7879000008106,"detail":null,"success":true,"failure":null,"worker":3844}
2025-07-12T15:05:48.727Z CLI debug [local:module]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  onStart: 60b16123-ab62-4668-bc5c-e623cf93ae1f localIdentifier=Jul_12_2035_DESKTOP-IH2NBIV_xrld
2025-07-12T15:05:48.727Z CLI debug [app-automate:module]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  App handling disabled.
2025-07-12T15:05:48.727Z CLI debug [sdk:service]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  onStart hook invoked successfully.
2025-07-12T15:05:48.728Z CLI debug [core:bin-session]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Starting to generate capabilities for all platforms.
2025-07-12T15:05:48.728Z CLI debug [core:bin-session]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Total platforms to configure: 3
2025-07-12T15:05:48.728Z CLI debug [core:bin-session]  [sreeramchandrase_cZsX8z]  [so9ui0jxfcm52ffsgmcz8az37k9a5ept6bqqazcf]  [60b16123-ab62-4668-bc5c-e623cf93ae1f]  Processing platform: 0
